current_uA,voltage_mV,power_mW
-520.0,5296.25,-2.75405
-540.0,5295.0,-2.8593
-540.0,5296.25,-2.859975
-540.0,5295.0,-2.8593
-520.0,5296.25,-2.75405
-500.0,5297.5,-2.64875
-540.0,5296.25,-2.859975
-520.0,5296.25,-2.75405
-580.0,5297.5,-3.07255
-520.0,5297.5,-2.7547
-540.0,5297.5,-2.86065
-520.0,5298.75,-2.75535
-540.0,5297.5,-2.86065
-600.0,5298.75,-3.17925
-540.0,5297.5,-2.86065
-500.0,5296.25,-2.648125
-580.0,5296.25,-3.071825
-540.0,5298.75,-2.861325
-520.0,5298.75,-2.75535
-580.0,5297.5,-3.07255
-580.0,5298.75,-3.073275
-500.0,5298.75,-2.649375
-540.0,5297.5,-2.86065
-540.0,5298.75,-2.861325
1920.0,5297.5,10.1712
2900.0,5298.75,15.366375
3780.0,5297.5,20.024549
4960.0,5296.25,26.2694
5820.0,5296.25,30.824175
6600.0,5296.25,34.95525
7460.0,5295.0,39.500702
8280.0,5296.25,43.852951
9100.0,5293.75,48.173126
9980.0,5296.25,52.856575
10700.0,5293.75,56.643124
11520.0,5293.75,60.984001
12360.0,5293.75,65.430748
13180.0,5291.25,69.738678
13860.0,5292.5,73.35405
14820.0,5293.75,78.453377
15500.0,5291.25,82.014374
16660.0,5291.25,88.152222
17420.0,5291.25,92.173576
18200.0,5288.75,96.255249
18980.0,5288.75,100.380478
19900.0,5288.75,105.246124
20580.0,5288.75,108.842476
21360.0,5288.75,112.967697
22220.0,5290.0,117.5438
23020.0,5292.5,121.833351
23720.0,5290.0,125.478798
24600.0,5290.0,130.134003
25320.0,5290.0,133.942795
26160.0,5288.75,138.353699
27260.0,5290.0,144.205399
27960.0,5290.0,147.908401
28800.0,5288.75,152.315994
29620.0,5287.5,156.615753
30380.0,5288.75,160.672226
31160.0,5288.75,164.797455
31980.0,5286.25,169.054276
32800.0,5288.75,173.470993
33500.0,5286.25,177.089371
34360.0,5285.0,181.592606
35120.0,5286.25,185.653107
35860.0,5285.0,189.520096
36600.0,5286.25,193.476746
37720.0,5283.75,199.303055
38600.0,5285.0,204.001007
39400.0,5282.5,208.130493
40160.0,5282.5,212.145203
40920.0,5285.0,216.262207
41780.0,5283.75,220.755081
42520.0,5283.75,224.665054
43220.0,5283.75,228.363678
44080.0,5282.5,232.8526
44880.0,5282.5,237.078598
45660.0,5283.75,241.256027
46460.0,5282.5,245.424957
47220.0,5283.75,249.498672
48020.0,5281.25,253.605621
49080.0,5282.5,259.265106
49720.0,5283.75,262.708038
50520.0,5282.5,266.871887
51380.0,5282.5,271.414856
52100.0,5280.0,275.088013
52900.0,5281.25,279.378113
53760.0,5278.75,283.785614
54420.0,5280.0,287.337585
55320.0,5277.5,291.951294
56120.0,5277.5,296.173309
56860.0,5277.5,300.078644
57660.0,5276.25,304.228577
58420.0,5277.5,308.311554
59400.0,5277.5,313.48349
60280.0,5278.75,318.203064
60960.0,5276.25,321.640198
61880.0,5277.5,326.571686
62600.0,5277.5,330.37149
63460.0,5277.5,334.910156
64180.0,5276.25,338.62973
65000.0,5275.0,342.875
65700.0,5275.0,346.567505
66500.0,5275.0,350.787506
67260.0,5277.5,354.964661
68200.0,5276.25,359.84024
68900.0,5273.75,363.361389
69900.0,5273.75,368.635132
70660.0,5275.0,372.731506
71500.0,5272.5,376.983765
72280.0,5273.75,381.186646
73060.0,5273.75,385.300171
73960.0,5275.0,390.139008
74700.0,5272.5,393.855743
75480.0,5272.5,397.968292
76180.0,5271.25,401.563812
77020.0,5270.0,405.895386
77800.0,5271.25,410.103241
78560.0,5271.25,414.109406
79380.0,5270.0,418.332611
80120.0,5271.25,422.33255
81120.0,5270.0,427.502411
82020.0,5271.25,432.347931
82800.0,5271.25,436.459503
83600.0,5270.0,440.571991
84300.0,5268.75,444.15564
85080.0,5268.75,448.265259
85900.0,5268.75,452.585632
86680.0,5268.75,456.695251
87480.0,5268.75,460.910248
88300.0,5267.5,465.120239
89100.0,5268.75,469.445618
89800.0,5268.75,473.133759
90660.0,5266.25,477.438232
91620.0,5266.25,482.493835
92500.0,5267.5,487.243744
93220.0,5266.25,490.91983
93900.0,5267.5,494.618256
94820.0,5263.75,499.108765
95500.0,5265.0,502.807495
96420.0,5265.0,507.651306
97160.0,5263.75,511.425964
98000.0,5263.75,515.847473
98720.0,5263.75,519.63739
99520.0,5265.0,523.972778
100220.0,5262.5,527.407776
101100.0,5263.75,532.1651
102180.0,5262.5,537.722229
102900.0,5262.5,541.51123
103720.0,5262.5,545.826477
104500.0,5263.75,550.06189
105300.0,5262.5,554.141235
106180.0,5263.75,558.904968
106900.0,5262.5,562.561279
107620.0,5260.0,566.081177
108360.0,5261.25,570.10907
109180.0,5258.75,574.15033
109920.0,5260.0,578.179199
110780.0,5261.25,582.841248
111500.0,5260.0,586.48999
112280.0,5258.75,590.452454
113380.0,5257.5,596.095337
114160.0,5258.75,600.338928
114880.0,5257.5,603.981628
115660.0,5257.5,608.082458
116400.0,5257.5,611.973022
117180.0,5258.75,616.220337
117980.0,5257.5,620.279846
118820.0,5255.0,624.399109
119580.0,5257.5,628.691833
120380.0,5256.25,632.747375
121180.0,5257.5,637.103821
121920.0,5258.75,641.14679
122780.0,5256.25,645.362366
123720.0,5256.25,650.303223
124500.0,5255.0,654.247498
125280.0,5256.25,658.502991
126120.0,5253.75,662.602966
126880.0,5253.75,666.595825
127600.0,5253.75,670.378479
128480.0,5253.75,675.00177
129220.0,5252.5,678.728027
130080.0,5253.75,683.407776
130720.0,5251.25,686.44342
131520.0,5252.5,690.808777
132360.0,5252.5,695.220886
133080.0,5250.0,698.669983
134220.0,5252.5,704.99054
134980.0,5248.75,708.476257
135720.0,5250.0,712.530029
136580.0,5248.75,716.874268
137360.0,5250.0,721.140015
138100.0,5252.5,725.370239
138900.0,5247.5,728.877747
139620.0,5248.75,732.830505
140420.0,5251.25,737.380554
141260.0,5248.75,741.438416
142080.0,5248.75,745.742371
142860.0,5250.0,750.015015
143560.0,5247.5,753.331116
144380.0,5248.75,757.814514
145380.0,5248.75,763.063293
146180.0,5247.5,767.079529
146960.0,5247.5,771.172607
147720.0,5247.5,775.160706
148500.0,5246.25,779.068115
149280.0,5246.25,783.160217
150160.0,5245.0,787.589172
150900.0,5243.75,791.28186
151760.0,5243.75,795.791504
152460.0,5243.75,799.462097
153260.0,5243.75,803.657104
154020.0,5243.75,807.642395
154880.0,5242.5,811.958374
155860.0,5241.25,816.901245
156520.0,5242.5,820.556091
157400.0,5242.5,825.169495
158220.0,5241.25,829.270569
159060.0,5241.25,833.673218
159720.0,5238.75,836.733154
160560.0,5241.25,841.535095
161360.0,5241.25,845.728088
162120.0,5238.75,849.306152
162820.0,5241.25,853.38031
163660.0,5238.75,857.37384
164480.0,5237.5,861.463989
165300.0,5237.5,865.758728
166300.0,5237.5,870.996277
167120.0,5236.25,875.082092
167880.0,5238.75,879.481323
168680.0,5235.0,883.039795
169520.0,5236.25,887.649109
170180.0,5236.25,891.105042
171000.0,5235.0,895.184998
171760.0,5233.75,898.948914
172500.0,5235.0,903.037476
173300.0,5233.75,907.00885
174120.0,5232.5,911.082886
174920.0,5231.25,915.050232
175720.0,5232.5,919.454895
176460.0,5231.25,923.106384
177460.0,5231.25,928.337646
178260.0,5231.25,932.522644
179120.0,5230.0,936.797607
179780.0,5231.25,940.474121
180560.0,5230.0,944.328796
181360.0,5228.75,948.286072
182160.0,5227.5,952.241394
182960.0,5227.5,956.423401
183720.0,5227.5,960.396301
184580.0,5225.0,964.430481
185300.0,5226.25,968.424133
186100.0,5226.25,972.605103
186820.0,5226.25,976.368042
187900.0,5223.75,981.542603
188680.0,5222.5,985.381287
189420.0,5223.75,989.482727
190280.0,5222.5,993.737305
190980.0,5222.5,997.393066
191860.0,5223.75,1002.228699
192700.0,5221.25,1006.134888
193360.0,5222.5,1009.822571
194200.0,5221.25,1013.966736
195020.0,5220.0,1018.004395
195760.0,5221.25,1022.111877
196520.0,5218.75,1025.588745
197300.0,5218.75,1029.659424
198320.0,5218.75,1034.982544
199160.0,5218.75,1039.366211
199900.0,5216.25,1042.728394
200700.0,5215.0,1046.650513
201460.0,5215.0,1050.613892
202180.0,5216.25,1054.62146
203000.0,5215.0,1058.64502
203800.0,5213.75,1062.562256
204660.0,5212.5,1066.790283
205360.0,5213.75,1070.695679
206120.0,5213.75,1074.658203
207020.0,5212.5,1079.091797
207720.0,5212.5,1082.740479
208460.0,5211.25,1086.337158
209520.0,5212.5,1092.123047
210200.0,5210.0,1095.141968
211120.0,5210.0,1099.935181
211860.0,5208.75,1103.525757
212600.0,5211.25,1107.911743
213480.0,5206.25,1111.430298
214100.0,5208.75,1115.193359
214920.0,5208.75,1119.4646
215760.0,5207.5,1123.57019
