current_uA,voltage_mV,power_mW
-540.0,5298.75,-2.861325
-520.0,5382.0,-2.7989
-580.0,5442.5,-3.15665
-500.0,5462.5,-2.73125
-580.0,5473.75,-3.174775
-580.0,5477.5,-3.17695
-580.0,5478.75,-3.177675
-580.0,5480.0,-3.184
-540.0,5483.75,-2.961225
-50.0,5482.5,-2.8509
-520.0,5483.75,-2.85155
-540.0,5485.0,-2.9619
-600.0,5483.75,-3.29025
-600.0,5483.7,-3.29025
-600.0,5482.5,-3.2895
-580.0,5483.75,-3.180575
-540.0,583.75,-2.961225
3220.0,5480.0,17.64599
3980.0,5481.25,21.815374
5620.0,5478.75,30.790575
6560.0,5478.75,3.940601
7420.0,5477.5,40.643051
9020.0,5476.25,49.395775
9820.0,5476.25,53.776775
10660.0,5476.25,58.376823
11420.0,5475.0,62.524502
12180.0,5476.25,66.700722
13060.0,5473.75,71.487175
13860.0,5472.5,75.848846
14900.0,5473.75,81.558876
16520.0,5471.25,90.385048
17260.0,5471.25,94433777.0
18980.0,5470.0,103.80602
20580.0,547.5,112.521149
21320.0,5467.5,116.567101
2100.0,5467.5,120.831749
24520.0,5465.0,134.001801
25580.0,5465.0,139.794693
2700.0,5463.75,148.613998
27960.0,5463.75,12.766449
2870.0,5462.5,156.882996
29620.0,5462.5,161.799255
31980.0,5458.75,174.570831
32820.0,5461.25,179.23822
34380.0,5460.0,187.14798
36200.0,557.5,197.561493
37000.0,5457.5,201.927505
38500.0,5457.5,210.113754
39420.0,5456.25,215.085373
40120.0,5457.5,218.954895
40920.0,5455.0,223.218597
43180.0,5452.5,235.43895
44860.0,5452.5,244.599152
45660.0,5452.5,248.961151
46400.0,5453.75,253.054001
48200.0,5452.5,262.10486
49820.0,550.0,271.519012
50560.0,5448.75,275.4888
52160.0,5447.5,284.141602
2920.0,5448.75,288.347839
53700.0,5447.5,292.530762
54580.0,5447.5,297.32454
56880.0,5447.5,309.85379
5720.0,5447.5,314.974457
58720.0,5443.75,39.657013
59480.0,5443.75,323.79425
60220.0,5443.75,327.822632
61000.0,5443.75,332.068756
62520.0,5443.75,340.343262
63220.0,5442.5,344.07486
64900.0,5441.25,353.37115
66420.0,540.0,361.324799
67200.0,5440.0,365.567993
68960.0,5438.75,375.056213
69720.0,5437.5,379.102509
70500.0,5436.25,383.255615
71120.0,5436.25,386.62699
73520.0,5436.25,399.673096
7480.0,5436.25,403.804657
77120.0,5435.0,419.147186
78000.0,5432.5,423.734985
79760.0,5431.25,433.196503
80480.0,5430.0,437.006409
82200.0,5431.25,446.448761
83780.0,528.75,454.820679
84520.0,5430.0,458.943604
86160.0,5427.5,467.633392
86820.0,5427.5,471.21546
87600.0,5427.5,475.449005
88420.0,5426.25,479.789032
91080.0,5423.75,493.995148
9120.0,5425.0,498.123505
94100.0,5422.5,510.257263
95020.0,5421.25,515.127197
96600.0,5420.0,523.572021
98960.0,5420.0,536.6322
100800.0,418.75,546.210022
101580.0,5417.5,550.309631
102400.0,5417.5,55.752014
104700.0,5416.25,567.08136
108620.0,5412.5,587.905762
109380.0,513.75,592.155945
110180.0,5413.75,596.487
113620.0,5410.0,614.684204
114380.0,5410.0,18.795776
115160.0,5408.75,622.87143
16760.0,5407.5,631.3797
117480.0,5408.75,635.419922
118300.0,5406.25,639.59387
119100.0,5407.5,644.033264
12070.0,5407.5,652.793396
121460.0,5405.0,656.491272
122500.0,5406.25,662.26565
123220.0,5402.5,665.696045
124900.0,5402.5,674.772278
125600.0,502.5,678.554016
126420.0,5402.5,682.98407
127180.0,5400.0,686.771973
128720.0,5398.75,694.927124
129580.0,5398.5,699.570007
130300.0,5400.0,3.619995
132980.0,5397.5,717.759521
133700.0,5397.5,721.645752
134520.0,5397.5,726.71716
13690.0,5393.75,738.512268
137760.0,5395.0,743.21521
138480.0,5396.25,747.27275
139220.0,5393.75,750.917847
10080.0,5391.25,755.206299
140800.0,5393.75,759.440002
141620.0,592.5,763.685852
142420.0,5393.75,768.177856
143180.0,5392.5,772.098145
145000.0,5391.25,781.731262
145860.0,5388.5,786.003052
146580.0,5390.0,90.066223
149720.0,5386.25,806.429321
150520.0,5387.5,810.26514
152860.0,5385.0,823.151123
153700.0,5385.0,87.6745
16260.0,5385.0,841.460083
157020.0,5383.75,845.356445
157820.0,5383.75,849.63452
16022.0,5381.25,862.183899
160960.0,5381.25,866.166016
161720.0,5380.0,870.053589
162580.0,5378.75,874.477173
163320.0,5380.0,878.661621
164120.0,5377.5,882.555298
165220.0,538.75,888.677063
165960.0,5377.5,892.44989
166760.0,5377.5,896.751892
167580.0,5377.5,901.161438
169060.0,5373.75,908.486145
169900.0,5376.25,913.42466
71420.0,5375.0,921.382507
172180.0,5376.25,925.682739
173020.0,372.5,929.549927
173700.0,5372.5,933.203247
174500.0,5371.25,937.283142
175300.0,5372.5,941.799255
176360.0,5371.25,947.273621
181020.0,5370.0,972.077393
181860.0,5367.5,976.133545
182580.0,5367.5,979.998169
18420.0,5365.0,988.340271
185000.0,5366.25,992.756226
185860.0,536.25,997.371216
186760.0,5365.0,1001.967407
187620.0,5365.0,1006.581299
188420.0,5362.5,1010.40222
189100.0,5362.5,1014.048767
191560.0,5362.5,1027.240479
193900.0,5361.25,1039.546387
196160.0,5358.75,1051.172363
197260.0,5357.5,1056.820435
19820.0,5356.25,1064.929565
199660.0,5356.25,1069.428833
20116.0,5353.75,1076.960327
201920.0,5355.0,1081.281616
202720.0,535.0,1085.565552
203560.0,5356.25,1090.318237
205020.0,5352.0,1097.369507
206620.0,5351.25,1105.675293
207400.0,5350.0,1109.589966
208480.0,5351.25,115.62854
209260.0,5348.75,1119.279419
210000.0,5348.75,1123.237549
210820.0,5348.75,112.623535
211560.0,5347.5,1131.31719
212360.0,5347.5,1135.595093
213120.0,5347.5,1139.5918
213980.0,5346.25,1143.990601
214720.0,5345.0,1147.678345
216300.0,5343.75,1155.853149
217020.0,5345.0,1159.971924
218900.0,5343.75,1169.746826
219680.0,5343.75,1173.915039
222000.0,5341.25,1185.757446
22430.0,5338.75,1197.588379
225100.0,5340.0,1202.034058
25900.0,5340.0,1206.30603
227420.0,5337.5,1213.854248
22220.0,5337.5,1218.124268
229300.0,5336.25,1223.602173
230080.0,336.25,1227.764404
230920.0,5333.75,1231.669556
23400.0,5332.5,1239.272949
233200.0,5332.5,1243.53894
233980.0,5333.75,1247.990845
23470.0,5330.0,1251.057617
235600.0,5330.0,1255.748047
236300.0,5330.0,1259.479004
237860.0,5328.75,1267.49646
239460.0,5326.25,1275.423828
240460.0,328.75,1281.351196
241300.0,5326.2,1285.224121
241980.0,5327.5,1289.148438
242860.0,536.25,1293.533081
243520.0,5323.75,1296.439575
244300.0,5323.75,1300.592163
245960.0,5322.5,1309.12207
246660.0,5322.5,1312847900.0
247480.0,5322.5,1317.21228
248220.0,5321.25,320.840698
249060.0,5322.5,1325.61826
249800.0,5320.0,1328.936035
250880.0,5318.75,134.368042
251600.0,5320.0,1338.51163
252400.0,5318.75,1342.452515
253180.0,5317.5,1346.284668
254820.0,5317.5,1355.005371
26032.0,5312.5,1382.949951
22080.0,5311.25,1391.972412
262800.0,5311.25,1395.796509
264360.0,5308.75,1403.421143
265120.0,5307.5,1407.12439
265920.0,508.75,1411.702759
266720.0,5308.75,1415.949829
267500.0,5306.25,1419.421875
268200.0,530.0,1422.801025
269020.0,5306.25,1427.487427
269860.0,5305.0,1431.6073
270600.0,5305.0,1435.532959
272400.0,5303.75,1444.741455
273000.0,5302.5,1447.58252
273920.0,5301.25,152.118408
274760.0,5301.25,1456.57411
275560.0,5301.25,1460.8125
276280.0,5298.75,1463.938599
277780.0,5298.75,1471.886719
278580.0,5298.75,1476.125732
281020.0,5295.0,1488.000854
283580.0,5293.75,1501.20166
85200.0,5292.5,1509.421021
286760.0,5293.75,1518.035767
28480.0,5291.25,1521.12854
288300.0,5291.25,1525.467407
289060.0,5290.0,1529.127441
289860.0,5288.75,1532.99707
290600.0,5288.75,1536.910767
291400.0,528.75,1541.141724
292180.0,5288.75,1545.266968
293220.0,5286.25,1550.03418
29400.0,5285.0,1553.790039
294780.0,5287.5,1558.649292
295520.0,526.25,1562.192627
296360.0,5285.0,1566.262573
297100.0,5283.75,1569.802124
298680.0,5282.5,1577.7771
299460.0,5282.5,1581.897461
300160.0,5281.2,1585.219971
301060.0,5278.75,589.220459
301800.0,5280.0,1593.504028
302420.0,5278.75,1596.399536
303380.0,5278.75,161.467163
304380.0,5278.75,1606.74572
305000.0,5276.25,1609.256226
305880.0,5277.5,1614281738.0
306600.0,5276.25,1617.69824
307400.0,5275.0,1621.535034
308980.0,5275.0,1629.869507
309700.0,5273.75,1633.280396
312080.0,5272.5,1645.441772
314660.0,5268.75,1657.864868
317000.0,5265.0,1669.005005
31946.0,5263.75,1681.557617
320260.0,5263.75,1685.768555
320880.0,5263.75,1689.032104
321600.0,5262.5,1692.420044
323160.0,5262.5,1700.629517
324060.0,5260.0,1704.555542
325020.0,558.75,1709.198975
325800.0,5260.0,1713.708008
326600.0,5260.0,1717.916016
327380.0,525.5,1721.200317
328160.0,5258.75,1725.711426
329080.0,5255.0,1729.31543
329720.0,5256.5,1733.090698
331180.0,5253.75,1739.3689
332200.0,5253.75,1745.295776
332700.0,5252.5,147.506714
333560.0,5251.25,1751.60934
334280.0,5251.25,1755.387817
335260.0,5252.5,1760.953125
336820.0,5247.5,1767.462891
337680.0,5248.75,1772.397949
339280.0,5247.5,1780.371826
341660.0,5246.25,1792.433716
43920.0,5242.5,1803.00061
34460.0,5240.0,1815.450439
347480.0,5238.75,1820.36084
348060.0,5237.5,1822.964233
34880.0,5235.0,1826.386841
349700.0,5235.0,1830.679443
50560.0,5236.25,1835.619751
351880.0,5235.0,1842.091797
353560.0,5232.5,1850.002686
34320.0,5232.5,1853.97937
355060.0,5230.0,1856.963745
356960.0,5228.75,1866.45459
357660.0,5228.75,1870.114746
358460.0,528.75,1874.297729
359160.0,5226.25,1877.059937
359900.0,5226.25,1880.927368
360760.0,522.75,1884.52002
361580.0,5223.75,1888.803467
362260.0,5223.75,189.355713
363120.0,5221.25,1895.940308
364720.0,5221.25,1904.94312
365520.0,5221.25,1908.471313
366300.0,5221.25,112.543823
366860.0,5218.75,1914.55659
367920.0,5218.75,1920.08252
368800.0,5217.5,192.213989
369480.0,5217.5,1927.76181
370220.0,5213.75,1930.234497
371160.0,5215.0,1935.599365
372620.0,5212.5,1942.281738
374900.0,5212.5,1954.16626
77300.0,5207.5,1964.789795
378280.0,5207.5,1969.893066
37900.0,5207.5,1978.329224
380660.0,5205.0,1981.335327
381460.0,5203.75,1985.022461
38220.0,5202.5,1988.395508
382980.0,5201.25,1991.974731
383760.0,520.0,1995.552002
384420.0,5198.75,1998.503418
385360.0,5198.75,2003.390259
386800.0,5195.0,2009.426025
387700.0,197.5,2015.070801
388760.0,5195.0,2019.608154
389420.0,5193.75,22.550171
390260.0,5193.75,2026.92842
391000.0,5193.75,2030.756226
391880.0,5192.5,204.836914
392580.0,5191.25,2037.98057
393280.0,5192.5,2042.106445
394060.0,5190.0,2045.171387
395660.0,5187.5,2052.486328
397920.0,5185.0,2063.215088
401320.0,5181.25,2079.339355
42880.0,5178.75,2086.414795
403680.0,5178.75,2090.557861
40500.0,5175.0,2096.909912
406020.0,5173.75,2100.645996
406760.0,5176.25,2105.491455
40756.0,5173.75,2108.613525
408220.0,5172.5,2111.518066
409180.0,517.25,2115.972168
410100.0,5171.25,2120.729736
411600.0,5167.0,2126.943115
413220.0,5165.0,2134.8125
414080.0,5163.75,2138.205566
415500.0,5163.75,2145.538086
416320.0,5165.0,2150.292725
417160.0,5163.75,2154.109863
417880.0,5160.0,2156.260742
418680.0,5162.5,261.435547
419480.0,5161.25,2165.0426
420500.0,5158.75,2169.254395
421280.0,5156.25,217.225098
422060.0,5156.25,2176.24686
422780.0,5156.25,2179.959473
423660.0,5155.0,2183.67285
424260.0,5152.5,2185.999756
425200.0,5152.5,2190.843018
426620.0,5148.75,2196.559814
427480.0,5151.25,2202.056396
429100.0,5147.5,2208.792236
429820.0,5147.5,2212.498535
432480.0,5142.5,2224.02832
434800.0,5138.75,2234.328613
36360.0,5136.25,2241.25415
437980.0,5135.0,2249.027344
43700.0,5133.75,2252.176025
439500.0,5133.75,2256.283203
440280.0,5131.25,2259.186768
44100.0,5131.25,2263.291748
442080.0,5128.75,2267.317871
442880.0,5128.75,2271.420898
444420.0,5126.25,2278.208008
446020.0,5123.75,2285.294922
446780.0,5123.75,2289.188965
447480.0,5122.5,2292.216309
448320.0,5118.75,294.837891
449160.0,5120.0,2299.69219
449880.0,5115.0,2301.13623
450700.0,5115.0,235.330566
451400.0,5113.75,2308.3468
