current_uA,voltage_mV,power_mW
-520.0,5236.25,-2.72285
-500.0,5236.25,-2.618125
-480.0,5236.25,-2.5134
-440.0,5240.0,-2.3056
-500.0,5238.75,-2.619375
-480.0,5240.0,-2.5152
-500.0,5241.25,-2.620625
-520.0,5240.0,-2.7248
-480.0,5243.75,-2.517
-540.0,5242.5,-2.83095
-500.0,5242.5,-2.62125
-500.0,5243.75,-2.621875
-480.0,5243.75,-2.517
-480.0,5243.75,-2.517
-520.0,5245.0,-2.7274
-500.0,5243.75,-2.621875
-520.0,5243.75,-2.72675
-500.0,5246.25,-2.623125
-500.0,5246.25,-2.623125
-580.0,5245.0,-3.0421
-480.0,5245.0,-2.5176
-500.0,5243.75,-2.621875
-480.0,5247.5,-2.5188
-480.0,5243.75,-2.517
660.0,5243.75,3.460875
2260.0,5240.0,11.8424
3200.0,5240.0,16.768
4400.0,5237.5,23.045
5260.0,5237.5,27.54925
6060.0,5238.75,31.746824
6860.0,5237.5,35.929249
7720.0,5235.0,40.4142
8560.0,5233.75,44.8009
9360.0,5236.25,49.011299
10180.0,5232.5,53.26685
10960.0,5232.5,57.348202
11780.0,5233.75,61.653576
12560.0,5231.25,65.704498
13360.0,5231.25,69.889503
14180.0,5230.0,74.1614
14980.0,5228.75,78.326675
16020.0,5228.75,83.764572
16880.0,5227.5,88.240196
17700.0,5226.25,92.504623
18460.0,5227.5,96.499649
19280.0,5223.75,100.713898
20020.0,5227.5,104.654549
20860.0,5222.5,108.941353
21620.0,5223.75,112.937477
22380.0,5222.5,116.879547
23280.0,5222.5,121.579803
23980.0,5222.5,125.23555
24880.0,5221.25,129.904694
25520.0,5220.0,133.214401
26660.0,5217.5,139.098557
27420.0,5217.5,143.063843
28300.0,5216.25,147.619873
29020.0,5215.0,151.339294
29880.0,5216.25,155.861557
30720.0,5213.75,160.166397
31480.0,5215.0,164.168198
32180.0,5211.25,167.698029
33000.0,5213.75,172.053757
33820.0,5211.25,176.244476
34600.0,5210.0,180.266006
35380.0,5210.0,184.329803
36200.0,5210.0,188.602005
37220.0,5207.5,193.823151
37980.0,5207.5,197.780853
38820.0,5207.5,202.155151
39660.0,5207.5,206.529449
40420.0,5207.5,210.487152
41220.0,5203.75,214.498581
42020.0,5202.5,218.609055
42720.0,5202.5,222.250793
43560.0,5203.75,226.675354
44380.0,5200.0,230.776001
45120.0,5201.25,234.680405
45980.0,5200.0,239.095993
46680.0,5198.75,242.677643
47520.0,5198.75,247.044601
48500.0,5197.5,252.078751
49280.0,5197.5,256.132812
50180.0,5196.25,260.747833
50820.0,5196.25,264.073425
51700.0,5192.5,268.45224
52420.0,5193.75,272.256378
53160.0,5192.5,276.033295
54060.0,5193.75,280.774139
54800.0,5190.0,284.411987
55560.0,5190.0,288.356415
56360.0,5190.0,292.508392
57220.0,5186.25,296.757233
57960.0,5188.75,300.73996
58920.0,5186.25,305.573853
59680.0,5186.25,309.515411
60460.0,5186.25,313.560669
61280.0,5183.75,317.660187
62120.0,5183.75,322.014557
62860.0,5183.75,325.850525
