uptime,voltage_mV,current_uA,power_mW,iadj_uV
5, 5298750000, -640.000000, -3.391200, 1597500
11, 5298.750000, -600.00000, -3.179250, 1595000
17, 5286.250000, -540.000000, -2.854575, 152500
22, 5286.250000, -580.000000, -3.066025, 1590000
28, 5286.50000, -600.000000, -3.171750, 1587500
34, 5287.500000, -540.00000, -2.855250, 1585000
39, 5287.500000, -580.000000, -3.066750, 158500
45, 5287.50000, -600.000000, -3.172500, 1580000
51, 5287.500000, -620.000000, -3.278250, 1577500
57, 5288.750000, -540.00000, -2.855925, 1575000
62, 5286.250000, -520.000000, -2.748850, 157200
68, 5287.500000, -520.000000, -2.749500, 1570000
74, 5288.750000, -540.000000, -2.855925, 1567500
85, 5287.500000, -520.000000, -2.749500, 156250
91, 5287.500000, -480.000000, -2.538000, 1560000
96, 5286.250000, -540.000000, -2.854575, 1557500
102, 5287.500000, -520.000000, -2.749500, 1555000
108, 5286.250000, -500.000000, -2.643125, 1552500
114, 5288.70000, -500.000000, -2.644375, 1550000
119, 5286.250000, -540.00000, -2.854575, 1547500
125, 5286.250000, -480.000000, -2.537400, 1545000
131, 5286.250000, -520.000000, -2.748850, 1542500
136, 528.750000, -520.000000, -2.750150, 1540000
142, 5286.250000, -540.00000, -2.854575, 1537500
148, 5277.500000, 1460.000000, 7.705150, 535000
153, 5278.750000, 2460.000000, 12.985725, 1532500
