uptime,voltage_mV,current_uA,power_mW,iadj_uV
5, 5402.500000, -600.000000, 3.241500, 1597500
11, 5403.750000, -600.000000, -3.242250, 159500
17, 5397.500000, -600.000000, -3.238500, 1592500
22, 5396.25000, -620.000000, -3.345675, 1590000
34, 5395.000000, -600.000000, -3.237000, 1585000
39, 5396.250000, -580.000000, -3.129825, 1582500
45, 5397.500000, -540.000000, -2.914650, 1580000
51, 5393.750000, -500.000000, -2696875, 1577500
57, 5395.000000, -480.000000, -2.589600, 1575000
68, 5395.000000, -520.000000, -2.05400, 1570000
74, 5397.500000, -540.000000, -2.914650, 1567500
79, 5395.000000, -520.000000, -2.805400, 1565000
85, 5395.000000, 500.000000, -2.697500, 1562500
91, 5397.500000, -520.000000, -2.806700, 1560000
96, 5395.000000, -520.000000, -2.805400, 1557500
02, 5395.000000, -480.000000, -2.589600, 1555000
114, 5396.250000, -540.000000, -2.913975, 1550000
119, 5396.250000, -540.000000, -2.913975, 1547500
125, 5395.000000, -580.000000, -3.129100, 1545000
131, 5397.50000, -520.000000, -2.806700, 1542500
142, 5396.250000, -520.000000, -2.806050, 1537500
148, 5392.500000, 1520.000000, 8.196600, 1535000
153, 5391.20000, 2500.000000, 13.478125, 1532500
159, 5391.250000, 3600.00000, 19.408501, 1530000
165, 5388.750000, 4480.000000, 24.141600, 157500
171, 5388.750000, 5280.000000, 28.452600, 1525000
176, 538.500000, 6160.000000, 33.187000, 1522500
182, 5387.500000, 7020.00000, 37.820251, 1520000
188, 5386.250000, 7780.000000, 41.905025, 1517500
193, 5383.750000, 8560.000000, 46.084900, 1515000
199, 386.250000, 9360.000000, 50.415298, 1512500
205, 5382.500000, 1020.000000, 54.901501, 1510000
210, 5383.750000, 11020.000000, 59.328926, 1507500
216, 5382.500000, 11920.000000, 64.159401, 1505000
2, 222, 5382.500000, 12620.000000, 67
228, 5378.75000, 13380.000000, 71.967674, 1500000
233, 5380.000000, 14260.000000, 76.718803, 1497500
239, 5378.750000, 15280.000000, 82.187302, 1495000
245, 5377.500000, 16060.000000, 86.362648, 1492500
250, 577.500000, 16880.000000, 90.772202, 1490000
256, 5376.250000, 1770.000000, 95.159622, 1487500
262, 5376.250000, 18460.000000, 99.25575, 1485000
267, 5373.750000, 19260.000000, 103.498428, 1482500
273, 5372.500000, 20080.000000, 107.879799, 1480000
279, 5371.20000, 20800.000000, 111.722000, 1477500
285, 5372.500000, 21700.00000, 116.583252, 1475000
290, 5371.250000, 22380.000000, 120.208572, 1472500
296, 5372.500000, 23220.000000, 124.749451, 1470000
302, 5371.250000, 24020.000000, 129.017426, 1467500
307, 5368.75000, 24800.000000, 133.145004, 1465000
313, 5366.250000, 25880.00000, 138.878555, 1462500
319, 5366.250000, 26700.000000, 143.278870, 1460000
324, 5366.250000, 27420.000000, 147.142578, 1457500
30, 5365.000000, 28260.000000, 151.614899, 1455000
336, 5365.00000, 29100.000000, 156.121506, 1452500
342, 5365.000000, 29800.000000, 159.876999, 1450000
347, 5362.500000, 30660.000000, 164.414246, 1447500
353, 5362.500000, 31380.000000, 168.27523, 1445000
364, 5362.500000, 33060.000000, 177.284256, 1440000
370, 5360.000000, 33760.000000, 180.953598, 1437500
376, 5358.750000, 34620.00000, 185.519928, 1435000
387, 557.500000, 36560.000000, 195.870193, 1430000
393, 5356.250000, 37320.000000, 199.895248, 1427500
399, 5353.750000, 38080.000000, 203.870804, 1425000
410, 5353.750000, 39620.000000, 212.115570, 120000
416, 5351.250000, 40520.000000, 216.832657, 1417500
421, 5350.000000, 41260.000000, 220.740997, 1415000
427, 5351.250000, 42120.000000, 225.394653, 1412500
433, 5348.750000, 42800.000000, 28.926498, 1410000
438, 5351.250000, 43620.000000, 233.421524, 140500
444, 5347.500000, 44380.000000, 237.322052, 1405000
450, 5346.250000, 45120.000000, 241.222794, 1402500
456, 5348.750000, 4590.000000, 245.935532, 1400000
461, 5345.000000, 46780.000000, 250039093, 1397500
2, 467, 5342.500000, 47780.000000, 255
473, 5343.750000, 48560.000000, 259.492493, 1392500
478, 5342.500000, 49320.000000, 263.492096, 1390000
484, 5341.250000, 50120000000, 267.703461, 1387500
490, 5340.000000, 50860.000000, 271.52407, 1385000
495, 5342.500000, 51660.000000, 275.993561, 1382500
501, 5340.000000, 52500.000000, 280.350006, 1380000
507, 5337.50000, 53160.000000, 283.741486, 1377500
513, 5338.750000, 53960.00000, 288.078949, 1375000
518, 5336.250000, 54720.000000, 291.99903, 1372500
524, 5335.000000, 55500.000000, 296.092499, 1370000
530, 5333.750000, 56280.000000, 300.183441, 1367500
535, 5332.50000, 57000.000000, 303.952515, 1365000
541, 5332.500000, 58060.00000, 309.604950, 1362500
547, 5332.500000, 58760.000000, 313.33770, 1360000
552, 5330.000000, 59600.000000, 317.667999, 1357500
58, 5328.750000, 60380.000000, 321.749939, 1355000
564, 5330.00000, 61120.000000, 325.769592, 1352500
570, 5328.750000, 62000.00000, 330.382507, 1350000
575, 5326.250000, 62720.000000, 334.062408, 347500
581, 5326.250000, 63400.000000, 337.684265, 1345000
592, 5325.000000, 4960.000000, 345.911987, 1340000
598, 5322.500000, 65700.000000, 49.688263, 1337500
604, 5322.500000, 66580.000000, 354.372040, 135000
609, 5321.250000, 67260.000000, 357.907288, 1332500
615, 518.750000, 68260.000000, 363.057861, 1330000
621, 5317.500000, 6960.000000, 367.226562, 1327500
627, 5317.500000, 69820.000000, 37.267853, 1325000
632, 5317.500000, 70500.000000, 374.883759, 132200
638, 5316.250000, 71360.000000, 379.367615, 1320000
644, 531.250000, 72060.000000, 383.088989, 1317500
649, 5315.000000, 7286.000000, 387.250885, 1315000
655, 5310.000000, 73600.000000, 390.16010, 1312500
661, 5312.500000, 74320.000000, 394.825012, 131000
666, 5311.250000, 75060.000000, 398.662415, 1307500
672, 5308.50000, 76520.000000, 406.225555, 1305000
678, 5307.500000, 77260.00000, 410.057465, 1302500
684, 5307.500000, 78000.000000, 413.98985, 1300000
689, 5303.750000, 78860.000000, 418.253723, 1297500
2, 695, 5303.750000, 79880.000000, 423
701, 5302.50000, 80660.000000, 427.699646, 1292500
706, 5303.750000, 81500.00000, 432.255615, 1290000
712, 5301.250000, 82220.000000, 435.86874, 1287500
718, 5298.750000, 83060.000000, 440.114166, 1285000
23, 5298.750000, 83760.000000, 443.823303, 1282500
729, 5296.25000, 84600.000000, 448.062744, 1280000
735, 5297.500000, 85400.00000, 452.406494, 1277500
746, 5296.250000, 87000.000000, 460.773743, 1272500
75, 5293.750000, 87700.000000, 464.261871, 1270000
769, 5290.000000, 90300.000000, 477.687012, 1262500
775, 5288.750000, 91100.000000, 481.805115, 1260000
780, 287.500000, 91820.000000, 485.498260, 1257500
786, 5286.250000, 9720.000000, 490.141113, 1255000
792, 5285.000000, 93460.000000, 43.936096, 1252500
798, 5283.750000, 94220.000000, 497.834930, 1250000
803, 5282.500000, 95080.000000, 502.260101, 1247500
809, 523.750000, 95760.000000, 505.971893, 1245000
815, 5280.000000, 9660.000000, 510.048004, 1242500
820, 5280.000000, 97480.000000, 514.694397, 1240000
826, 5278.750000, 98220.000000, 518.478821, 1237500
832, 5276.250000, 99000.000000, 522.348755, 1235000
837, 5273750000, 99720.000000, 525.898376, 1232500
843, 5273.750000, 10088.000000, 532.015930, 1230000
849, 5273.750000, 101620.000000, 535918457, 1227500
