current_uA,voltage_mV,power_mW
-520.000000,5228.750000,-2.718950
-500.000000,5228.750000,-2.614375
-480.000000,5230.000000,-2.510400
-520.000000,5230.000000,-2.719600
-480.000000,5230.000000,-2.510400
-440.000000,5230.000000,-2.301200
-500.000000,5230.000000,-2.615000
-500.000000,5228.750000,-2.614375
-480.000000,5228.750000,-2.509800
-480.000000,5228.750000,-2.509800
-480.000000,5230.000000,-2.510400
-440.000000,5230.000000,-2.301200
-440.000000,5228.750000,-2.300650
-480.000000,5228.750000,-2.509800
-500.000000,5230.000000,-2.615000
-500.000000,5230.000000,-2.615000
-480.000000,5230.000000,-2.510400
-520.000000,5230.000000,-2.719600
-520.000000,5230.000000,-2.719600
-500.000000,5231.250000,-2.615625
-500.000000,5231.250000,-2.615625
-500.000000,5228.750000,-2.614375
-520.000000,5228.750000,-2.718950
-440.000000,5228.750000,-2.300650
1680.000000,5226.250000,8.780100
2600.000000,5225.000000,13.585000
3560.000000,5223.750000,18.596550
4680.000000,5222.500000,24.441299
5460.000000,5221.250000,28.508024
6320.000000,5221.250000,32.998299
7200.000000,5220.000000,37.584000
8060.000000,5218.750000,42.063126
8760.000000,5218.750000,45.716251
9680.000000,5220.000000,50.529598
10460.000000,5217.500000,54.575050
11260.000000,5218.750000,58.763126
12080.000000,5217.500000,63.027401
12880.000000,5216.250000,67.185303
13760.000000,5215.000000,71.758400
14420.000000,5216.250000,75.218323
15280.000000,5213.750000,79.666100
16360.000000,5211.250000,85.256050
17160.000000,5212.500000,89.446503
17900.000000,5211.250000,93.281372
18700.000000,5211.250000,97.450378
19580.000000,5210.000000,102.011803
20300.000000,5208.750000,105.737625
21120.000000,5208.750000,110.008797
21820.000000,5206.250000,113.600372
22720.000000,5206.250000,118.286003
23420.000000,5207.500000,121.959648
24320.000000,5205.000000,126.585602
25020.000000,5205.000000,130.229095
25920.000000,5203.750000,134.881195
26980.000000,5201.250000,140.329727
27680.000000,5203.750000,144.039795
28560.000000,5198.750000,148.476303
