uptime,voltage_mV,current_uA,power_mW,iadj_uV
5, 4602.500000, -20.000000, -0.092050, 1597500
11, 511.250000, -340.000000, -1.703825, 1595000
17, 5073.750000, -480.00000, -2.435400, 1592500
28, 512.500000, -500.000000, -2.591250, 1587500
34, 5226.250000, -480.00000, -2.508600, 1585000
39, 5263.750000, -480.000000, -2.526600, 1582500
45, 5295.000000, -500.000000, -2.647500, 1580000
51, 532.250000, -500.000000, -2.660625, 1577500
57, 5341.250000, -520.00000, -2.777450, 1575000
62, 5361.250000, -540.000000, -2.895075, 172500
68, 5377.500000, -520.000000, -2.796300, 1570000
74, 5392500000, -540.000000, -2.911950, 1567500
79, 5406.250000, -500.00000, -2.703125, 1565000
85, 5416.250000, -520.000000, -2.816450, 152500
91, 5425.000000, -540.000000, -2.929500, 1560000
96, 5435.000000, -520.000000, -2.826200, 1557500
102, 5442.500000, -520.000000, -2.830100, 1555000
108, 5448.750000, -540.000000, -2.942325, 1552500
114, 545.500000, -540.000000, -2.944350, 1550000
119, 5458.750000, -500.00000, -2.729375, 1547500
131, 5467.500000, -580.000000, -3.171150, 1542500
136, 470.000000, -520.000000, -2.844400, 1540000
142, 5472.500000, -54.000000, -2.955150, 1537500
148, 5476.250000, -440.000000, -2.40950, 1535000
153, 5476.250000, 2100.000000, 11.500125, 1532500
159, 5475.000000, 3300.000000, 18.067499, 1530000
165, 5478.750000, 180.000000, 22.901175, 1527500
171, 5481.250000, 5000.000000, 27.06250, 1525000
176, 5481.250000, 5800.000000, 31.791250, 1522500
182, 5481.25000, 6620.000000, 36.285873, 1520000
188, 5482.500000, 7420.000000, 40.680149, 1517500
193, 5482.500000, 8300.000000, 45.504749, 1515000
199, 5483.750000, 9120.000000, 50.011799, 1512500
205, 5482.50000, 9960.000000, 54.605701, 1510000
210, 5482.500000, 10760.00000, 58.991699, 1507500
216, 5485.000000, 11420.000000, 62.638699, 105000
222, 5483.750000, 12300.000000, 67.450127, 1502500
228, 583.750000, 13180.000000, 72.275826, 1500000
233, 5481.250000, 1390.000000, 76.518250, 1497500
239, 5482.500000, 14960.000000, 82.08204, 1495000
45, 5482.500000, 15760.000000, 86.404198, 1492500
250, 5482.50000, 16560.000000, 90.790199, 1490000
262, 5482.500000, 18180.000000, 99.671852, 1485000
267, 5481.250000, 19020.000000, 104.253372, 1482500
273, 541.250000, 19800.000000, 108.528748, 1480000
279, 5482.500000, 2060.000000, 112.939499, 1477500
285, 5481.250000, 21380.000000, 117189125, 1475000
290, 5481.250000, 22200.000000, 121.683746, 147250
296, 5482.500000, 23020.000000, 126.207153, 1470000
302, 5478750000, 23780.000000, 130.284668, 1467500
307, 5477.500000, 24560000000, 134.527405, 1465000
313, 5477.500000, 25620.000000, 140.33557, 1462500
19, 5480.000000, 26420.000000, 144.781601, 1460000
324, 5476.25000, 27220.000000, 149.063522, 1457500
330, 5477.500000, 27960.00000, 153.150894, 1455000
342, 5477.500000, 29660.000000, 162.462646, 1450000
34, 5475.000000, 30460.000000, 166.768494, 1447500
364, 5475.000000, 32780.000000, 179.470505, 140000
370, 5472.500000, 33680.000000, 184.313797, 1437500
376, 473.750000, 34500.000000, 188.844376, 1435000
381, 5473.750000, 3220.000000, 192.785477, 1432500
387, 5472.500000, 36300.000000, 18.651749, 1430000
393, 5472.500000, 37120.000000, 203.139206, 142500
399, 5471.250000, 37960.000000, 207.688644, 1425000
404, 5471.250000, 38680.000000, 211.627945, 1422500
410, 5471.250000, 39480.000000, 216.004944, 1420000
416, 5468.750000, 40320.000000, 220.500000, 1417500
2, 421, 5468.750000, 40960.000000, 224
427, 5471.25000, 41800.000000, 228.698257, 1412500
433, 5468.750000, 42580.00000, 232.859375, 1410000
438, 5468.750000, 43360.000000, 237.12500, 1407500
444, 5467.500000, 44160.000000, 241.444794, 1405000
50, 5466.250000, 44920.000000, 245.543945, 1402500
456, 5467.50000, 45620.000000, 249.427353, 1400000
461, 5466.250000, 46580.00000, 254.617920, 1397500
473, 5466.250000, 48280.000000, 263.910553, 1392500
