current_uA,voltage_mV,power_mW
-520.000000,5278.750000,-2.744950
-540.000000,5277.500000,-2.849850
-540.000000,5280.00000,-2.851200
-20.000000,5277.500000,-2.744300
-500.000000,5280.000000,-2.640000
-540.000000,5278.750000,-2.850525
-540.000000,5278.750000,-2.850525
-500.000000,5278.50000,-2.639375
-520.000000,5277.500000,-2.744300
-520.000000,5278.50000,-2.744950
-520.000000,5278.750000,-2.744950
-480.000000,5277.500000,-2.533200
-520.000000,280.000000,-2.745600
-500.000000,5278.750000,-2.639375
-520.000000,278.750000,-2.744950
-500.000000,5277.500000,-2.638750
-540.000000,278.750000,-2.850525
1480.000000,272.500000,7.803300
2420.00000,5271.250000,12.756425
4320.000000,5266.250000,22.75200
5220.000000,5263.750000,27.476774
606.000000,5263.750000,31.898325
6860.000000,5262.500000,36.100750
7660.000000,5258.750000,40.282024
842.000000,5258.750000,44.278675
9260.000000,5255.000000,48.661301
10860.000000,5255.000000,57.069302
11700.000000,5252.500000,61454250
12600000000,5248.750000,66.134247
13280.000000,5247.500000,69.68798
14200.000000,5247.500000,74.514503
15160.000000,5243.750000,79.49524
15920.000000,5242.500000,83.460602
16780.000000,5240.000000,87.927200
17560.000000,5241.250000,92.036346
18400.000000,5240.000000,96.416000
19180.000000,5237500000,100.455254
19980.000000,5233.750000,104.570328
2060.000000,5230.000000,108.574799
21480.00000,5230.000000,112.340401
22300.000000,5230.000000,116.62899
23860.000000,5225.00000,124.668503
24720.000000,5225.000000,129.162003
2570.000000,5220.000000,134.154007
26520.000000,5220.000000,138.434402
28220.000000,5215.000000,147.167297
29020.000000,5215.00000,151.339294
29700.000000,5211.250000,154.774124
30660.00000,5208.750000,159.700272
31360.000000,5208.750000,163.346405
32980.000000,522.500000,171.578445
33760.000000,5202.500000,175.636398
4500.000000,5200.000000,179.399994
35220.000000,5198.750000,183.099976
38060.000000,5190000000,197.531403
38880.000000,5188.750000,201.738602
3920.000000,5183.750000,205.898544
40480.000000,5183.750000,29.838196
42080.00000,5180.000000,217.974396
42900.000000,5177.500000,222.114746
45180.000000,571.250000,233.637070
46020.000000,5168.750000,237.865875
47780.000000,5161.250000,246.604523
48560.000000,5162.500000,250.690994
49260.00000,5158.750000,254.120026
50080.000000,515.250000,258.225006
5620.000000,5152.500000,265.972046
52360.000000,5148.750000,69.588562
53960.00000,5141.250000,277.421844
54720.000000,5138.750000,281.192413
55580.000000,5136.250000,285.472778
56360.000000,5133.750000,289.338135
57080.000000,5128.750000,292.749054
5812.000000,5126.250000,297.937653
58920.000000,5121.250000,301.744049
59720.000000,5117.500000,305.617096
61260.000000,5112.50000,313.191742
62060.000000,5108.750000,317.049011
62760.00000,5105.000000,320.389801
63580.000000,5102.500000,324.46962
65100.000000,502.500000,331.521759
65820.000000,5085.000000,334.694702
6680.000000,5086.250000,339.151154
67500.000000,5080.000000,342.899994
68460.000000,5075.000000,347.43409
69960.000000,5063750000,354.259949
70800.000000,5058.750000,358.159485
7180.000000,5052.500000,361.657959
72360.000000,5048.750000,35.327545
73820.00000,5037.500000,371.868256
74900.000000,5030.00000,376.747009
75700.000000,5022.500000,380.203247
7646.000000,5013.750000,383.351318
77280.000000,5007.500000,386979614
78860.000000,990.000000,393.511414
79860.000000,4978.750000,397.602966
81560.000000,4956.25000,404.231750
82260.000000,4946.250000,406.878540
83100.00000,4936.250000,410.202362
83800.000000,4916.250000,411.981750
85460.000000,4893.750000,418.219879
8060.000000,4865.000000,423.546906
88400.00000,4336.250000,383.324493
-540.000000,5275.000000,2.848500
-540.000000,5277.500000,-2.849850
-540.000000,5277.500000,-2.849850
-500.000000,5277.50000,-2.638750
-520.000000,5278.750000,-2.744950
-520.000000,5277.500000,-2.744300
-520.000000,5277.50000,-2.744300
-500.000000,5277.500000,-2.638750
-520.000000,5276.250000,-2.743650
-520.000000,526.250000,-2.743650
-520.000000,526.250000,-2.743650
-520.00000,5276.250000,-2.743650
-520.000000,5277.500000,-2.74400
-440.00000,5277.500000,-2.322100
-520.000000,5275.000000,-2.743000
-540.00000,5277.500000,-2.849850
-500.000000,5277.500000,-2.638750
-480.000000,5277.500000,-2.53300
-520.000000,5275.000000,-2.743000
1480000000,5268.750000,7.797750
2380.000000,5267.500000,12.536650
3480.000000,5265.000000,18322201
4320.000000,5263.750000,22.739401
180.000000,5262.500000,27.259750
5980.000000,5261.250000,31.462275
6760.000000,5258.75000,35.549149
7680.000000,5257.500000,40.377602
9260.000000,5252.500000,48.638149
10080.000000,525.500000,52.945202
10880.000000,5251.250000,57.133598
11660.000000,5250.00000,61.215000
13300.000000,5245.00000,69.758499
4100.000000,5243.750000,73.936874
15200.000000,5243.750000,9.705002
1590.000000,5240.000000,83.630402
16760.000000,5238.750000,87.01453
17600.000000,5237.500000,92.180000
18400.000000,5236.250000,96.34700
19200.00000,5236.250000,100.536003
19900.000000,5232.500000,104.126747
21580.000000,5227.500000,112.809448
22300.000000,5228.750000,16.601128
23060.000000,5223.750000,120.459679
23880.00000,5223.750000,124.743149
25780.000000,5218.750000,134.539368
26520.000000,5216.25000,138.334946
27500.000000,5216.250000,143.446869
28220000000,5213.750000,147.132019
28960.000000,5210.000000,150.881607
30560.000000,507.500000,159.141205
31320.000000,5206.25000,163.059753
32200.000000,5202.500000,167.520493
32880.000000,5197.50000,170.893799
33720.000000,5201.250000,175.386154
34580.00000,5196.250000,179.686325
35260.000000,5197.500000,183.263855
36320.000000,5191.250000,188.546204
3080.000000,5191.250000,192.491547
38120.000000,5187.500000,97.747498
39720.00000,5183.750000,205.898544
40400.000000,5181.250000,209.32249
42100.000000,5175.00000,217.867493
42800.000000,5173.750000,221.436493
4366.000000,5171.250000,225.776779
44420.000000,5171.250000,229.706924
45200.000000,5170.00000,233.684006
46080.000000,5165.000000,238.003204
46760.00000,5163.750000,241.456955
47760.000000,5158.750000,246.38897
49360.000000,515.000000,254.450806
50120.000000,5156.250000,258.431244
5860.000000,5151.250000,261.992584
51620.000000,5146.250000,65.649414
53180.00000,5140.000000,273.345215
54080.000000,5137.500000,277.835999
55500.000000,5130.000000,284.714996
56320.000000,5128.750000,288.851196
5706.000000,5126.250000,292.503815
58200.000000,5123.750000,298.202240
59700.000000,5112.500000,305.216248
60520.000000,5111.25000,309.332855
61360.000000,5108.750000,313.472900
62080.00000,5105.000000,316.918396
62920.000000,5102.500000,321.09286
63580.000000,5098.750000,324.178528
64400.000000,501.250000,327.876495
65160.000000,5087.500000,331.501495
5880.000000,5085.000000,334.999786
68520.000000,5068.750000,347.310760
69260.000000,5067500000,350.975037
70000.000000,5060.000000,354.200012
7000.000000,5052.500000,357.717010
71500.000000,5043.750000,30.628113
72380.000000,5046.250000,365.247589
73100.00000,5037.500000,368.241241
73800.000000,5032.500000,371.398499
75720.000000,5016.25000,379.830444
76460.000000,5007.500000,382.873444
77320000000,4996.250000,386.310059
78100.000000,4992.500000,389.914246
79920.000000,471.250000,397.302307
80780.000000,4958.750000,400.567810
82300.000000,4937.500000,406.356262
83160.000000,4926.250000,409.66962
83880.00000,4906.250000,411.536255
84720.000000,490.250000,415.233887
85500.000000,4886.250000,417.774384
8260.000000,4873.750000,420.409668
87060.000000,4855.000000,22.676300
