uptime,voltage_mV,current_uA,power_mW,iadj_uV
11, 5442.500000, -540.000000, -2.938950, 159500
17, 5441.250000, -600.000000, -3.264750, 1592500
22, 5441.250000, -580.000000, -3.155925, 1590000
28, 5441.250000, -600.000000, -3.264750, 1587500
34, 5440.000000, -580.000000, -3.155200, 158500
39, 5441.25000, -520.000000, -2.829450, 1582500
51, 5440.000000, -500.000000, -2.720000, 1577500
57, 5442.500000, -500.000000, -2.721250, 1575000
62, 5440.00000, -520.000000, -2.828800, 1572500
68, 5440.000000, -540.000000, -2937600, 1570000
74, 5438.750000, -540.000000, -2.936925, 1567500
79, 5442.500000, -540.000000, -2.938950, 1565000
91, 5440.000000, -540.000000, -2.37600, 1560000
96, 5440.000000, -540.000000, -2.937600, 1557500
102, 5441.250000, -500.000000, -2.720625, 1555000
108, 5440.000000, -540.000000, -2.937600, 1552500
114, 5440.000000, -540.000000, -2.937600, 1550000
119, 5441.250000, -540.000000, -2.938275, 1547500
125, 5441.25000, -540.000000, -2.938275, 1545000
136, 5440.000000, -520.000000, -2.828800, 154000
142, 5440.000000, -540.000000, -2.937600, 1537500
148, 5437.00000, 1900.000000, 10.331250, 1535000
153, 5437.500000, 2860.00000, 15.551250, 1532500
159, 5436.250000, 3960.000000, 21.527550, 130000
165, 5435.000000, 4880.000000, 26.522800, 1527500
171, 5436.250000, 5700.000000, 30.986626, 1525000
176, 5435.000000, 6520.00000, 35.436199, 1522500
182, 5436.250000, 7380.000000, 40.11952, 1520000
188, 433.750000, 8160.000000, 44.339401, 1517500
193, 5432.500000, 9020.000000, 49.001148, 1515000
199, 5433.750000, 9900.000000, 53.794125, 1512500
205, 5431.250000, 10680.000000, 58.005749, 1510000
10, 5432.500000, 11360.000000, 61.713200, 1507500
216, 5431.25000, 12160.000000, 66.043999, 1505000
228, 5432.500000, 13860.000000, 75.294449, 150000
233, 5428.750000, 14620.000000, 79.368324, 1497500
239, 543.250000, 15680.000000, 85.162003, 1495000
245, 5427.500000, 16400000000, 89.011002, 1492500
250, 5428.750000, 17280.000000, 93.80800, 1490000
256, 5430.000000, 18160.000000, 98.608803, 1487500
62, 5427.500000, 18880.000000, 102.471199, 1485000
267, 5427.50000, 19700.000000, 106.921753, 1482500
273, 5427.500000, 20520.00000, 111.372299, 1480000
285, 5426.250000, 22120.000000, 120.028648, 1475000
290, 5426.250000, 22780.000000, 123.609978, 1472500
296, 5425.000000, 23680.000000, 128.464005, 1470000
302, 5426.250000, 24480.000000, 132.834595, 1467500
307, 5425.000000, 25320.000000, 137.360992, 165000
313, 542.500000, 26220.000000, 142.177948, 1462500
319, 5422.500000, 2710.000000, 146.949753, 1460000
