current_uA,voltage_mV,power_mW
-480.000000,5205.000000,-2.498400
-440.000000,5208.750000,-2.291850
-500.000000,5207.500000,-2.603750
-500.000000,5208.750000,-2.604375
-480.000000,5208.750000,-2.500200
-480.000000,5208.750000,-2.500200
-500.000000,5210.000000,-2.605000
-480.000000,5210.000000,-2.500800
-500.000000,5208.750000,-2.604375
-520.000000,5211.250000,-2.709850
-480.000000,5211.250000,-2.501400
-500.000000,5211.250000,-2.605625
-520.000000,5210.000000,-2.709200
-500.000000,5213.750000,-2.606875
-520.000000,5212.500000,-2.710500
-520.000000,5211.250000,-2.709850
-480.000000,5213.750000,-2.502600
-480.000000,5211.250000,-2.501400
-520.000000,5213.750000,-2.711150
-500.000000,5212.500000,-2.606250
-500.000000,5213.750000,-2.606875
-480.000000,5210.000000,-2.500800
-500.000000,5212.500000,-2.606250
-480.000000,5212.500000,-2.502000
1680.000000,5207.500000,8.748600
2620.000000,5208.750000,13.646925
3560.000000,5207.500000,18.538700
4660.000000,5207.500000,24.266951
5500.000000,5207.500000,28.641251
6300.000000,5207.500000,32.807251
7160.000000,5207.500000,37.285702
7980.000000,5207.500000,41.555851
8800.000000,5206.250000,45.814999
9680.000000,5207.500000,50.408600
10460.000000,5206.250000,54.457375
11220.000000,5205.000000,58.400101
12000.000000,5203.750000,62.445000
12800.000000,5205.000000,66.624001
13600.000000,5203.750000,70.771004
14420.000000,5202.500000,75.020050
15180.000000,5202.500000,78.973953
16300.000000,5200.000000,84.760002
17100.000000,5201.250000,88.941376
17860.000000,5201.250000,92.894325
18680.000000,5200.000000,97.136002
19500.000000,5197.500000,101.351250
20300.000000,5198.750000,105.534622
21120.000000,5198.750000,109.797600
21860.000000,5197.500000,113.617348
22600.000000,5195.000000,117.406998
23460.000000,5195.000000,121.874702
24300.000000,5196.250000,126.268875
25020.000000,5196.250000,130.010178
25820.000000,5196.250000,134.167175
26880.000000,5193.750000,139.608002
27700.000000,5193.750000,143.866882
28460.000000,5195.000000,147.849701
29300.000000,5193.750000,152.176880
30120.000000,5195.000000,156.473404
30800.000000,5193.750000,159.967499
31700.000000,5193.750000,164.641876
32500.000000,5193.750000,168.796875
33260.000000,5191.250000,172.660980
34000.000000,5191.250000,176.502502
34800.000000,5190.000000,180.612000
35600.000000,5188.750000,184.719498
36520.000000,5188.750000,189.493149
37400.000000,5188.750000,194.059250
38220.000000,5186.250000,198.218475
39160.000000,5187.500000,203.142502
39920.000000,5185.000000,206.985199
40700.000000,5186.250000,211.080368
41520.000000,5185.000000,215.281204
42220.000000,5185.000000,218.910706
43060.000000,5183.750000,223.212280
43780.000000,5183.750000,226.944580
44620.000000,5182.500000,231.243149
45400.000000,5183.750000,235.342255
46180.000000,5183.750000,239.385574
46920.000000,5185.000000,243.280197
47780.000000,5183.750000,247.679581
48860.000000,5182.500000,253.216949
49620.000000,5181.250000,257.093628
50420.000000,5182.500000,261.301636
51180.000000,5180.000000,265.112396
51880.000000,5178.750000,268.673553
52660.000000,5178.750000,272.712982
53520.000000,5177.500000,277.099792
54280.000000,5178.750000,281.102539
55120.000000,5180.000000,285.521606
55900.000000,5175.000000,289.282501
56560.000000,5176.250000,292.768707
57460.000000,5173.750000,297.283661
58120.000000,5173.750000,300.698364
59220.000000,5173.750000,306.389465
59960.000000,5175.000000,310.292999
60700.000000,5172.500000,313.970764
61600.000000,5172.500000,318.626007
62320.000000,5170.000000,322.194397
63120.000000,5171.250000,326.409302
63900.000000,5171.250000,330.442871
64760.000000,5171.250000,334.890137
65500.000000,5171.250000,338.716888
66300.000000,5170.000000,342.770996
67120.000000,5170.000000,347.010406
67960.000000,5170.000000,351.353210
68700.000000,5170.000000,355.178986
69720.000000,5170.000000,360.452393
70420.000000,5168.750000,363.983368
71280.000000,5167.500000,368.339386
72060.000000,5166.250000,372.279968
72860.000000,5167.500000,376.504059
73580.000000,5166.250000,380.132660
74460.000000,5166.250000,384.678986
75300.000000,5165.000000,388.924500
75980.000000,5163.750000,392.341736
76780.000000,5163.750000,396.472717
77600.000000,5163.750000,400.707001
78360.000000,5161.250000,404.435547
79100.000000,5161.250000,408.254883
79960.000000,5158.750000,412.493652
81000.000000,5160.000000,417.959991
81720.000000,5157.500000,421.470886
82500.000000,5156.250000,425.390625
83280.000000,5158.750000,429.620697
84200.000000,5157.500000,434.261505
84860.000000,5157.500000,437.665436
85620.000000,5157.500000,441.585144
86460.000000,5158.750000,446.025513
87300.000000,5157.500000,450.249756
88100.000000,5156.250000,454.265625
88900.000000,5155.000000,458.279510
89580.000000,5155.000000,461.784912
90380.000000,5152.500000,465.682953
91400.000000,5153.750000,471.052765
92200.000000,5153.750000,475.175751
93080.000000,5153.750000,479.711060
93800.000000,5151.250000,483.187256
94620.000000,5151.250000,487.411285
95420.000000,5150.000000,491.412994
96160.000000,5148.750000,495.103790
96980.000000,5147.500000,499.204559
97760.000000,5147.500000,503.219604
98600.000000,5148.750000,507.666748
99280.000000,5145.000000,510.795593
100160.000000,5145.000000,515.323181
100800.000000,5145.000000,518.616028
101960.000000,5143.750000,524.456726
102660.000000,5146.250000,528.314026
103500.000000,5145.000000,532.507507
104300.000000,5142.500000,536.362732
104980.000000,5143.750000,539.990845
105860.000000,5143.750000,544.517395
106620.000000,5142.500000,548.293335
107420.000000,5141.250000,552.273071
108100.000000,5142.500000,555.904236
108900.000000,5141.250000,559.882141
109820.000000,5140.000000,564.474792
110480.000000,5140.000000,567.867188
111320.000000,5138.750000,572.045654
111980.000000,5138.750000,575.437195
113120.000000,5137.500000,581.153992
113900.000000,5138.750000,585.303650
114680.000000,5137.500000,589.168518
115420.000000,5135.000000,592.681702
116160.000000,5133.750000,596.336426
117080.000000,5133.750000,601.059448
117720.000000,5133.750000,604.345032
118520.000000,5131.250000,608.155762
119360.000000,5133.750000,612.764404
120120.000000,5130.000000,616.215576
121060.000000,5131.250000,621.189148
121720.000000,5130.000000,624.423584
122580.000000,5128.750000,628.682190
123580.000000,5130.000000,633.965393
124320.000000,5128.750000,637.606201
125100.000000,5130.000000,641.763000
125880.000000,5127.500000,645.449707
126680.000000,5130.000000,649.868408
127400.000000,5127.500000,653.243530
128160.000000,5125.000000,656.820007
129060.000000,5126.250000,661.593811
129760.000000,5125.000000,665.020020
130520.000000,5125.000000,668.914978
131380.000000,5125.000000,673.322510
132180.000000,5123.750000,677.257263
132900.000000,5122.500000,680.780273
134020.000000,5121.250000,686.349915
134760.000000,5120.000000,689.971191
135560.000000,5120.000000,694.067200
136360.000000,5118.750000,697.992737
137160.000000,5117.500000,701.916321
137920.000000,5116.250000,705.633179
138700.000000,5115.000000,709.450500
139480.000000,5116.250000,713.614563
140280.000000,5115.000000,717.532227
141000.000000,5112.500000,720.862488
141860.000000,5115.000000,725.613892
142680.000000,5113.750000,729.629822
143400.000000,5113.750000,733.311768
144160.000000,5112.500000,737.018005
145260.000000,5112.500000,742.641724
145980.000000,5111.250000,746.140259
146820.000000,5110.000000,750.250183
147580.000000,5111.250000,754.318298
148420.000000,5110.000000,758.426208
149180.000000,5110.000000,762.309814
150000.000000,5106.250000,765.937500
150720.000000,5105.000000,769.425598
151500.000000,5105.000000,773.407471
152360.000000,5106.250000,777.988220
153100.000000,5103.750000,781.384155
153880.000000,5105.000000,785.557373
154680.000000,5103.750000,789.448059
155720.000000,5098.750000,793.977356
156420.000000,5098.750000,797.546448
157320.000000,5098.750000,802.135376
158100.000000,5097.500000,805.914734
158800.000000,5097.500000,809.482971
159600.000000,5097.500000,813.560974
160320.000000,5098.750000,817.431580
161220.000000,5095.000000,821.415894
162000.000000,5096.250000,825.592529
162700.000000,5095.000000,828.956482
163560.000000,5095.000000,833.338196
164300.000000,5093.750000,836.903137
165120.000000,5091.250000,840.667175
166120.000000,5093.750000,846.173767
166860.000000,5092.500000,849.734558
167780.000000,5090.000000,854.000183
168560.000000,5088.750000,857.759705
169280.000000,5088.750000,861.423584
170100.000000,5087.500000,865.383728
170800.000000,5088.750000,869.158508
171620.000000,5085.000000,872.687683
172420.000000,5085.000000,876.755676
173180.000000,5083.750000,880.403809
174000.000000,5082.500000,884.354980
174760.000000,5083.750000,888.436157
175600.000000,5081.250000,892.267517
176300.000000,5081.250000,895.824402
177320.000000,5078.750000,900.563965
178120.000000,5077.500000,904.404297
178960.000000,5076.250000,908.445679
179660.000000,5078.750000,912.448242
180480.000000,5075.000000,915.935974
181220.000000,5077.500000,920.144531
182060.000000,5076.250000,924.182068
182760.000000,5073.750000,927.278564
183700.000000,5073.750000,932.047852
184360.000000,5073.750000,935.396545
185160.000000,5072.500000,939.224121
185960.000000,5071.250000,943.049622
186760.000000,5071.250000,947.106628
187880.000000,5068.750000,952.316772
188560.000000,5067.500000,955.527771
189300.000000,5067.500000,959.277771
190180.000000,5067.500000,963.737122
190920.000000,5066.250000,967.248474
191660.000000,5066.250000,970.997498
192480.000000,5063.750000,974.670593
193260.000000,5062.500000,978.378723
194080.000000,5062.500000,982.530029
194820.000000,5058.750000,985.545654
195560.000000,5057.500000,989.044678
196360.000000,5057.500000,993.090698
197160.000000,5057.500000,997.136719
198220.000000,5055.000000,1002.002075
199080.000000,5056.250000,1006.598267
199820.000000,5056.250000,1010.339905
200560.000000,5055.000000,1013.830811
201260.000000,5053.750000,1017.117737
202100.000000,5053.750000,1021.362854
202880.000000,5052.500000,1025.051147
203620.000000,5052.500000,1028.790039
204400.000000,5050.000000,1032.219971
205220.000000,5050.000000,1036.360962
206000.000000,5047.500000,1039.785034
206780.000000,5047.500000,1043.722046
207580.000000,5045.000000,1047.241089
208360.000000,5043.750000,1050.915771
209360.000000,5041.250000,1055.436157
210080.000000,5043.750000,1059.590942
211000.000000,5041.250000,1063.703735
211600.000000,5038.750000,1066.199463
212420.000000,5038.750000,1070.331299
213320.000000,5037.500000,1074.599487
214020.000000,5037.500000,1078.125732
214780.000000,5036.250000,1081.685791
215580.000000,5033.750000,1085.175781
216460.000000,5031.250000,1089.064331
217280.000000,5031.250000,1093.189941
218000.000000,5032.500000,1097.084961
218720.000000,5030.000000,1100.161621
219780.000000,5028.750000,1105.218628
220620.000000,5027.500000,1109.166992
221300.000000,5027.500000,1112.585693
222100.000000,5026.250000,1116.330078
222880.000000,5025.000000,1119.972046
223820.000000,5025.000000,1124.695557
224480.000000,5025.000000,1128.011963
225320.000000,5022.500000,1131.669678
225980.000000,5020.000000,1134.419556
226800.000000,5020.000000,1138.536011
227520.000000,5018.750000,1141.865967
228320.000000,5018.750000,1145.880981
229120.000000,5015.000000,1149.036743
230180.000000,5013.750000,1154.064941
230980.000000,5010.000000,1157.209839
231780.000000,5011.250000,1161.507568
232460.000000,5010.000000,1164.624634
233320.000000,5007.500000,1168.349854
234160.000000,5006.250000,1172.263550
234800.000000,5006.250000,1175.467529
235680.000000,5003.750000,1179.283813
236480.000000,5001.250000,1182.695557
237180.000000,5002.500000,1186.492920
237980.000000,5001.250000,1190.197510
238800.000000,5000.000000,1194.000000
239560.000000,5000.000000,1197.800049
240300.000000,5000.000000,1201.500000
241400.000000,4995.000000,1205.792969
242160.000000,4991.250000,1208.681152
242960.000000,4991.250000,1212.674072
243720.000000,4990.000000,1216.162842
244420.000000,4990.000000,1219.655762
245360.000000,4988.750000,1224.039673
246020.000000,4986.250000,1226.717285
246780.000000,4983.750000,1229.889771
247560.000000,4983.750000,1233.777100
248360.000000,4982.500000,1237.453735
249200.000000,4980.000000,1241.015991
249860.000000,4978.750000,1243.990479
250720.000000,4977.500000,1247.958740
251760.000000,4973.750000,1252.191284
252500.000000,4973.750000,1255.871826
253360.000000,4973.750000,1260.149292
254020.000000,4970.000000,1262.479370
254880.000000,4968.750000,1266.435059
