uptime,voltage_mV,current_uA,power_mW,iadj_uV
5, 4780.000000, -480.000000, -2.294400, 159750
11, 4965.000000, -340.000000, -1.688100, 1595000
17, 5032.50000, -440.000000, -2.214300, 1592500
22, 5108.750000, -500.000000, 2.554375, 1590000
28, 5161.250000, -500.000000, -2.580625, 158750
34, 5203.750000, -500.000000, -2.601875, 1585000
39, 5241.250000, -440.000000, -2.306150, 1582500
45, 5272.500000, -500.000000, -2.636250, 1580000
51, 5300.000000, -520.000000, -2.756000, 1577500
57, 5320.00000, -500.000000, -2.660000, 1575000
62, 5341.250000, -500.000000, -2670625, 1572500
68, 5358.750000, -520.000000, -2.786550, 1570000
74, 5373.750000, -520.000000, -2.794350, 1567500
85, 5398.750000, -540.000000, -2.15325, 1562500
91, 5408.750000, -540.000000, -2.920725, 1560000
96, 5417.500000, -540.000000, -2.925450, 1557500
108, 5435.000000, -540.000000, -2934900, 1552500
2, 114, 5440.000000, -580.000000, -3
119, 5446.25000, -500.000000, -2.723125, 1547500
125, 5451.250000, -600.000000, -3.270750, 1545000
131, 5457.500000, -520.000000, -2.837900, 1542500
136, 5458.750000, -520.000000, -2.838550, 1540000
142, 5461.20000, -500.000000, -2.730625, 1537500
148, 5465.000000, -480.00000, -2.623200, 1535000
153, 5465.000000, 2120.000000, 11.585800, 152500
159, 5467.500000, 3360.000000, 18.370800, 1530000
165, 547.250000, 4160.000000, 22.760401, 1527500
171, 5468.750000, 4980.00000, 27.234375, 1525000
182, 5471.250000, 6660.000000, 36.438526, 1520000
188, 5475.000000, 7500.000000, 41.062500, 1517500
193, 5473.750000, 8220.000000, 44.994225, 1515000
199, 5475.000000, 9120.000000, 49.93199, 1512500
20, 5473.750000, 9860.000000, 53.971176, 1510000
210, 5476.250000, 1760.000000, 58.924450, 1507500
216, 5475.000000, 11460.000000, 62743500, 1505000
222, 5475.000000, 12320.000000, 67.452003, 1502500
228, 5476.250000, 13100.000000, 71.738876, 1500000
233, 5476.20000, 13880.000000, 76.010353, 1497500
239, 5473.750000, 14960.00000, 81.887299, 1495000
250, 5473.750000, 16520.000000, 90.426353, 1490000
262, 5476.250000, 1160.000000, 99.448700, 1485000
267, 5473.750000, 19000.000000, 10.001251, 1482500
273, 5472.500000, 19760.000000, 108.136597, 148000
279, 5473.750000, 20560.000000, 112.540298, 1477500
285, 5472.500000, 21380.00000, 117.002052, 1475000
290, 5471.250000, 22180.000000, 121.352325, 1472500
296, 5472.500000, 22980.000000, 125.758049, 1470000
302, 5472.500000, 23780.000000, 130.136047, 146750
307, 5472.50000, 24620.000000, 134.732956, 1465000
313, 5471.250000, 25660.00000, 140.392273, 1462500
319, 5470.000000, 26320.000000, 143.97039, 1460000
324, 5471.250000, 27220.000000, 148.927429, 1457500
30, 5468.750000, 28020.000000, 153.234375, 1455000
336, 5470.00000, 28800.000000, 157.535995, 1452500
342, 5467.500000, 29580.00000, 161.728653, 1450000
347, 5468.750000, 30420.000000, 166.359375, 447500
353, 5467.500000, 31160.000000, 170.367294, 1445000
364, 5467.500000, 2760.000000, 179.115295, 1440000
370, 5467.500000, 33560.000000, 83.489304, 1437500
376, 5466.250000, 34360.000000, 187.820343, 145000
381, 5465.000000, 35280.000000, 192.805206, 1432500
387, 566.250000, 36280.000000, 198.315552, 1430000
393, 5463.750000, 3760.000000, 202.486572, 1427500
399, 5465.000000, 37900.000000, 20.123505, 1425000
404, 5463.750000, 38660.000000, 211.228577, 142200
410, 5463.750000, 39400.000000, 215.271744, 1420000
416, 546.500000, 40320.000000, 220.248001, 1417500
421, 5462.500000, 4096.000000, 223.744003, 1415000
427, 5461.250000, 41760.000000, 228.61798, 1412500
433, 5460.000000, 42600.000000, 232.595993, 141000
438, 5461.250000, 43380.000000, 236.909027, 1407500
444, 5460.000000, 44160.000000, 241.113602, 1405000
450, 5458.750000, 44860.000000, 244.879532, 1402500
456, 5458.750000, 45720.000000, 249.574051, 1400000
41, 5458.750000, 46500.000000, 253.831879, 1397500
467, 5457.50000, 47460.000000, 259.012939, 1395000
473, 5456.250000, 48320.00000, 263.645996, 1392500
478, 5457.500000, 49000.000000, 267.417511, 1390000
484, 5457.500000, 49800.000000, 271.783508, 1387500
495, 5455.000000, 1400.000000, 280.386993, 1382500
501, 5456.250000, 52160.000000, 84.597992, 1380000
507, 5453.750000, 52880.000000, 288.394287, 137500
513, 5453.750000, 53720.000000, 292.975464, 1375000
518, 553.750000, 54480.000000, 297.120300, 1372500
524, 5453.750000, 5520.000000, 301.156067, 1370000
530, 5452.500000, 56080.000000, 30.776215, 1367500
535, 5451.250000, 56820.000000, 309.740021, 136500
541, 5451.250000, 57860.000000, 315.409332, 1362500
547, 5450.000000, 58660.000000, 319.696991, 1360000
552, 5450.000000, 5942.000000, 323.838989, 1357500
558, 5450.000000, 60200.000000, 328.89996, 1355000
564, 5448.750000, 60880.000000, 331.719910, 135250
570, 5450.000000, 61760.000000, 336.592010, 1350000
575, 5447.500000, 62460.000000, 340.250854, 1347500
581, 5447.500000, 63200.000000, 344.282013, 1345000
587, 5447.500000, 64000.000000, 348.640015, 1342500
52, 5447.500000, 64800.000000, 352.997986, 1340000
598, 5447.50000, 65520.000000, 356.920197, 1337500
604, 5446.250000, 66380.00000, 361.522064, 1335000
609, 5445.000000, 67020.000000, 364.923889, 332500
615, 5443.750000, 68080.000000, 370.610504, 1330000
627, 5442.500000, 9500.000000, 378.253754, 1325000
632, 5442.500000, 70300.000000, 82.607758, 1322500
638, 5442.500000, 71120.000000, 387.070587, 130000
644, 5442.500000, 71820.000000, 390.880341, 1317500
649, 5443.750000, 72580.000000, 395.107361, 1315000
655, 5442.500000, 7320.000000, 399.044098, 1312500
661, 5441.250000, 74160.000000, 40.523102, 1310000
666, 5441.250000, 74880.000000, 407.440796, 130700
672, 5441.20000, 75620.000000, 411.467316, 1305000
678, 5438.750000, 76500.000000, 416.064362, 1302500
684, 5437.500000, 77800.000000, 423.037506, 1300000
689, 5437.500000, 78720.000000, 428.040009, 1297500
695, 5437.500000, 79700.000000, 433.368744, 1295000
701, 5437.50000, 80600.000000, 438.262512, 1292500
706, 5435.000000, 81320.00000, 441.974213, 1290000
712, 5437.500000, 82160.000000, 446.74499, 1287500
718, 5433.750000, 82900.000000, 450.457886, 1285000
73, 5436.250000, 83700.000000, 455.014130, 1282500
729, 5433.75000, 84500.000000, 459.151886, 1280000
735, 5435.000000, 85220.00000, 463.170685, 1277500
741, 5433.750000, 86020.000000, 467.411163, 275000
746, 5433.750000, 86860.000000, 471.975525, 1272500
758, 5433.750000, 8320.000000, 479.908813, 1267500
763, 5430.000000, 89160.000000, 84.138794, 1265000
769, 5432.500000, 90200.000000, 490.011505, 122500
775, 5431.250000, 91060.000000, 494.569611, 1260000
780, 5428.750000, 91780000000, 498.250671, 1257500
786, 5430.000000, 92580.000000, 502.709412, 1255000
792, 5427.500000, 93360.000000, 506.711395, 1252500
798, 5428.750000, 94120.000000, 510.953949, 125000
803, 5428.70000, 94880.000000, 515.079773, 1247500
809, 5428.750000, 95700.00000, 519.531372, 1245000
815, 5427.500000, 96500.000000, 523.75323, 1242500
820, 5426.250000, 97300.000000, 527.974121, 1240000
826, 5426.250000, 98080.000000, 532.206604, 1237500
832, 5426.25000, 98900.000000, 536.656128, 1235000
837, 5425.000000, 99660.00000, 540.655518, 1232500
843, 5423.750000, 100720.000000, 546.28000, 1230000
849, 5423.750000, 101480.000000, 550.402161, 1227500
855, 5422.500000, 102300.000000, 554.721741, 1225000
860, 5422.50000, 103100.000000, 559.059753, 1222500
866, 5422.500000, 103880.00000, 563.289307, 1220000
872, 5422.500000, 104620.000000, 567.31941, 1217500
77, 5420.000000, 105420.000000, 571.376404, 121500
883, 5421.250000, 106220.000000, 575.845154, 1212500
889, 5421.250000, 107000.000000, 580.073730, 1210000
894, 5420.000000, 107720.000000, 583.842407, 1207500
900, 5420.000000, 108480.000000, 587.961609, 1205000
906, 5418.750000, 109280.000000, 592.161011, 1202500
