uptime,voltage_mV,current_uA,power_mW,iadj_uV
809, 63.750000, -20.000000, -0.00125, -22877500
55820, 63.50000, 20.000000, 0.001275, -22882500
55843, 63.75000, -20.000000, -0.001275, -22892500
55854, 63.750000, 0.000000, 0.000000, -22897500
55877, 63.750000, 0.000000, 0.000000, -22907500
55889, 65.000000, 0.000000, 0.000000, -22912500
55900, 62.500000, 0.00000, 0.000000, -22917500
55911, 65.000000, -20.000000, -0.001300, -22922500
55934, 62.50000, 20.000000, 0.001250, -22932500
55946, 63.750000, -20.000000, -0.001275, -2937500
55957, 63.75000, 0.000000, 0.000000, -22942500
55968, 63.750000, 20.000000, 0.001275, -22947500
55980, 63.750000, -20.000000, -0.001275, -22952500
55991, 63.750000, -20.000000, -0.001275, -22957500
56014, 62.500000, 20.000000, 0.001250, -22967500
56025, 63.750000, 20.000000, 0.001275, -22972500
56037, 62.500000, -40.00000, -0.002500, -22977500
5615, 62.500000, 20.000000, 0.001250, -23025000
56202, 62.500000, -20.000000, -0.00120, -23050000
56214, 65.00000, -20.000000, -0.001300, -23055000
56225, 65.000000, -20.000000, -0.001300, -23060000
2, 56248, 63.750000, 0.000000, 0
56259, 62.500000, 60.000000, 0.003750, -23075000
56271, 62.500000, 20.000000, 0.001250, -23080000
56282, 62.500000, 20.000000, 0.001250, -2308000
56293, 63.750000, 2.000000, 0.001275, -23090000
56305, 65.000000, 20.000000, 0.001300, -2309500
5633, 62.500000, 20.000000, 0.001250, -23107500
5636, 65.000000, 0.000000, 0.000000, -23117500
56367, 63.750000, 0.000000, 0.000000, -23122500
56379, 65.000000, 0.000000, 0.000000, -23127500
56390, 63.750000, 0.000000, 0.000000, -23132500
56413, 63.750000, -20.000000, -0.001275, -23142500
5636, 65.000000, 20.000000, 0.001300, -23152500
56499, 62.500000, 20.000000, 0.00125, -23180000
56510, 62.50000, 20.000000, 0.001250, -23185000
56533, 63.750000, 0.000000, 0.000000, -23195000
56544, 63.750000, 20.000000, 0.001275, -23200000
56556, 65.000000, 0.000000, 0.000000, -23205000
56567, 63.750000, 0.00000, 0.000000, -23210000
56578, 65.000000, -20.000000, -0.001300, -23215000
56590, 63.750000, -20.00000, -0.001275, -23220000
56601, 63.750000, 0.000000, 0.000000, -23225000
56613, 63.750000, -40.00000, -0.002550, -23230000
56624, 63.750000, 0.000000, 0.000000, -23235000
56635, 65.000000, -20.000000, -0.001300, -23240000
56658, 65.000000, -20.000000, -0.001300, -23250000
56670, 63.750000, 0.000000, 0.000000, -23255000
56681, 63.750000, -20.000000, -0.001275, -23260000
56692, 65.000000, 20.000000, 0001300, -23265000
5670, 65.000000, -20.000000, -0.001300, -23270000
5672, 65.000000, 0.000000, 0.000000, -23282500
56744, 65.000000, -20.000000, -0.001300, -2328750
56755, 63.750000, -20.000000, -0.001275, -23292500
56766, 65.000000, 60.000000, 0.003900, -2329700
56778, 63.750000, 0.00000, 0.000000, -23302500
56789, 63.750000, -40.000000, -0.002550, -2330700
56801, 63.750000, 0.00000, 0.000000, -23312500
56812, 65.000000, 0.000000, 0.000000, -23317500
56823, 66.250000, 0.00000, 0.000000, -23322500
56846, 62.500000, 20.000000, 0.001250, -23332500
56858, 63.750000, -20.000000, -0.01275, -23337500
56869, 65.000000, -40.000000, -0.002600, -23342500
56880, 65.000000, 20.000000, 0.01300, -23347500
56903, 65.000000, -20.000000, 0.001300, -23357500
56937, 63.750000, 20.000000, 0.00127, -23372500
56949, 65.00000, 20.000000, 0.001300, -23377500
56960, 65.000000, 20.000000, 0.001300, -23382500
56972, 63.750000, 20.000000, 0.001275, -23387500
56983, 63.750000, 0.000000, 0.000000, -23392500
56994, 63.750000, -40.000000, -0002550, -23397500
57006, 65.000000, -20.000000, -0.001300, -23402500
5709, 65.000000, -20.000000, -0.001300, -23412500
57046, 63.750000, 6.000000, 0.003825, -23420000
57103, 66.250000, -20.000000, -0.001325, -23445000
57114, 65.000000, -20.000000, -0.001300, -23450000
57154, 63.750000, 0.000000, 0.000000, -23467500
57205, 65.000000, 0.000000, 0.000000, -23490000
57217, 62.500000, 20.000000, 0.001250, -23495000
57228, 65.000000, 0.000000, 0000000, -23500000
57251, 63.750000, 60.000000, 0.003825, -2351000
57262, 65.000000, 20.00000, 0.001300, -23515000
57274, 65.000000, 20.000000, 0.001300, -23520000
57285, 62.500000, -40.00000, -0.002500, -23525000
57297, 63.750000, 0.000000, 0.000000, -23530000
57308, 63.750000, -20.000000, -0.001275, -23535000
57319, 65.000000, -20.000000, -0.001300, -23540000
57331, 62.500000, 0.000000, 0.000000, 23545000
57342, 62.500000, -20.000000, -0.001250, -23550000
57376, 63.750000, 0.00000, 0.000000, -23565000
57388, 63.750000, 0.000000, 0.000000, -23570000
57399, 63.750000, -20.00000, -0.001275, -23575000
57411, 63.750000, 0.000000, 0.000000, -23580000
57422, 65.000000, 0.00000, 0.000000, -23585000
57433, 63.750000, -20.000000, -0.001275, -23590000
57445, 63.750000, -20.000000, -0.001275, -23595000
57456, 63.750000, -20.000000, -0.001275, -23600000
57479, 63.75000, 0.000000, 0.000000, -23610000
57502, 65.00000, -20.000000, -0.001300, -23620000
57525, 65.00000, 20.000000, 0.001300, -23630000
57536, 63.750000, 20.000000, 0.001275, -23635000
57547, 63.750000, -20.000000, -0.001275, -23640000
57570, 62.500000, 20.000000, 0.001250, -23650000
57610, 63.750000, 0.000000, 0.000000, -2366750
57621, 62.500000, 0.00000, 0.000000, -23672500
57656, 62.500000, 0.000000, 0.00000, -23687500
57667, 6.500000, 0.000000, 0.000000, -23692500
57678, 62.500000, 20.000000, 0.00120, -23697500
57690, 63.50000, 20.000000, 0.001275, -23702500
57741, 62.500000, 20.000000, 0.001250, -23725000
5774, 63.750000, 20.000000, 0.001275, -23735000
57775, 63.750000, 20.000000, 0.001275, -2374000
57787, 65.000000, 0.000000, 0.000000, -23745000
57798, 63.750000, -20.000000, -0.001275, -2375000
57810, 62.500000, 0.00000, 0.000000, -23755000
57821, 62.500000, 60.000000, 0.003750, -23760000
57832, 66.250000, 0.00000, 0.000000, -23765000
7844, 63.750000, 20.000000, 0.001275, -23770000
57861, 62.500000, 0.000000, 0.003750, -23777500
57895, 63.750000, 20.00000, 0.001275, -23792500
5906, 63.750000, 0.000000, 0.000000, -23797500
57918, 62.500000, -20.000000, -0.001250, -23802500
57929, 63.750000, -40.000000, -0.002550, -23807500
57941, 62.500000, -20.000000, -0.001250, -2812500
