uptime,voltage_mV,current_uA,power_mW,iadj_uV
11, 5440.000000, -620.000000, -3.372800, 1595000
17, 5435.000000, -600.000000, -3.261000, 1592500
22, 5435.00000, -580.000000, -3.152300, 1590000
28, 5435.000000, -580.000000, -3152300, 1587500
34, 5436.250000, -620.000000, -3.370475, 1585000
39, 5433.750000, -520.000000, -2.825550, 1582500
51, 5433.750000, -500.000000, -2.16875, 1577500
57, 5433.750000, -500.000000, -2.716875, 1575000
62, 5433.750000, 520.000000, -2.825550, 1572500
68, 5435.000000, -480.000000, -2.608800, 1570000
74, 5436.250000, -540.000000, -2.935575, 1567500
9, 5433.750000, -540.000000, -2.934225, 1565000
85, 5433.750000, -40.000000, -2.934225, 1562500
91, 5435.000000, -540.000000, -2.93900, 1560000
96, 5435.000000, -540.000000, -2.934900, 1557500
102, 5436.250000, -520.000000, -2.826850, 1555000
108, 5433.750000, -540.000000, -2.934225, 1552500
114, 5433.750000, -620.000000, -3.368925, 1550000
119, 5435.000000, -540.000000, -2.934900, 1547500
125, 5435.00000, -540.000000, -2.934900, 1545000
136, 5433.750000, -520.000000, -2.825550, 154000
142, 5435.000000, -540.000000, -2.934900, 1537500
148, 5432.50000, 1960.000000, 10.647700, 1535000
153, 5431.250000, 2900.00000, 15.750625, 1532500
159, 5431.250000, 4080.000000, 22.159500, 153000
165, 5430.00000, 4880.000000, 26.498400, 1527500
171, 5428.750000, 5800.00000, 31.486750, 1525000
176, 5431.250000, 6560.000000, 35.629002, 122500
182, 5428.750000, 7460.000000, 40.498474, 1520000
188, 547.500000, 8280.000000, 44.939701, 1517500
193, 5427.500000, 9120.00000, 49.498798, 1515000
199, 5428.750000, 9900.000000, 53.74462, 1512500
205, 5426.250000, 10680.000000, 57.952351, 1510000
210, 5425.000000, 11520.000000, 62.495998, 1507500
216, 5425.000000, 12200.000000, 66.184998, 1505000
222, 5425.000000, 13080.000000, 70.959000, 1502500
228, 5423.750000, 13880.000000, 75.281647, 1500000
233, 5423.75000, 14660.000000, 79.512177, 1497500
239, 5425.000000, 15800.00000, 85.714996, 1495000
245, 5422.500000, 16560.000000, 89.796600, 492500
250, 5422.500000, 17360.000000, 94.134598, 1490000
256, 423.750000, 18180.000000, 98.603775, 1487500
262, 5421.250000, 1800.000000, 102.461624, 1485000
267, 5421.250000, 19780.000000, 10.232323, 1482500
273, 5422.500000, 20480.000000, 111.052803, 148000
279, 5421.20000, 21300.000000, 115.472626, 1477500
285, 5420.000000, 22120.00000, 119.890404, 1475000
290, 5418.750000, 22920.000000, 124.19746, 1472500
296, 5420.000000, 23660.000000, 128.237198, 1470000
302, 5418.750000, 24500.000000, 132.759369, 1467500
307, 5420.00000, 25300.000000, 137.126007, 1465000
313, 5417.500000, 26300.00000, 142.480255, 1462500
319, 5417.500000, 27160.000000, 147.13929, 1460000
324, 5416.250000, 27920.000000, 151.221695, 1457500
330, 5416.250000, 28780.000000, 155.879669, 1455000
336, 5417.500000, 29500.000000, 159.816254, 1452500
342, 5416.250000, 30360.00000, 164.437347, 1450000
347, 5415.000000, 31120.000000, 168.514801, 447500
353, 543.750000, 31900.000000, 172.698624, 1445000
359, 5416.250000, 3260.000000, 176.894730, 1442500
364, 5413.750000, 33520.000000, 181468903, 1440000
370, 5412.500000, 34200.000000, 185.107498, 143750
376, 5412.500000, 35160.000000, 190.303497, 1435000
381, 5411250000, 35920.000000, 194.372101, 1432500
387, 5411.250000, 36880000000, 199.566895, 1430000
393, 5412.500000, 37720.000000, 204.19500, 1427500
399, 5410.000000, 38580.000000, 208.717804, 1425000
404, 5408.750000, 39360.000000, 212.888397, 1422500
410, 5411.250000, 40060.000000, 216.774673, 1420000
416, 5411.250000, 40860.00000, 221.103668, 1417500
421, 5408.750000, 41700.000000, 225.54476, 1415000
42, 5407.500000, 42460.000000, 229.602448, 1412500
444, 5408.750000, 44760.000000, 242.095657, 105000
450, 5407.500000, 45620.000000, 246.690155, 1402500
456, 405.000000, 46380.000000, 250.683899, 1400000
461, 5403.750000, 4080.000000, 254.408554, 1397500
467, 5405.000000, 48200.000000, 20.520996, 1395000
473, 5403.750000, 48920.000000, 264.351440, 139500
478, 5405.000000, 49720.000000, 268.736603, 1390000
484, 5406.250000, 50560.000000, 273.339996, 1387500
490, 5403.750000, 51360.000000, 277.536591, 1385000
495, 5403.750000, 52080.000000, 281427307, 1382500
2, 501, 5402.500000, 52820.000000, 285
507, 5403.75000, 53660.000000, 289.965210, 1377500
513, 5402.500000, 54400.00000, 293.895996, 1375000
518, 5402.500000, 55160.000000, 298.00182, 1372500
524, 5400.000000, 55980.000000, 302.291992, 1370000
30, 5402.500000, 56760.000000, 306.645905, 1367500
535, 5401.25000, 57560.000000, 310.895935, 1365000
541, 5398.750000, 58520.00000, 315.934845, 1362500
552, 5397.500000, 60000.000000, 323.850006, 1357500
558, 5397.500000, 60900.000000, 328.707764, 1355000
564, 5397.500000, 61700.000000, 333.025757, 1352500
570, 5398.750000, 62380.000000, 336.774017, 1350000
575, 5397.500000, 63080.000000, 340.474304, 1347500
581, 539.000000, 64000.000000, 345.279999, 1345000
587, 5397.500000, 6468.000000, 349.110291, 1342500
592, 5395.000000, 65500.000000, 353.72498, 1340000
598, 5395.000000, 66360.000000, 358.012207, 133750
604, 5393.750000, 67000.000000, 361.381256, 1335000
609, 5392.00000, 67720.000000, 365.180115, 1332500
615, 5391.250000, 69060.00000, 372.319733, 1330000
621, 5392.500000, 69900.000000, 376.93760, 1327500
627, 5392.500000, 70660.000000, 381.034058, 1325000
632, 5392.500000, 71460.000000, 385.348053, 1322500
638, 5392.500000, 72280.000000, 389.769897, 1320000
644, 5391.250000, 73000.000000, 393.561249, 1317500
649, 5390.000000, 73780.000000, 397.674194, 1315000
661, 5390.000000, 5380.000000, 406.298187, 1310000
666, 5391.250000, 76180.000000, 10.705414, 1307500
672, 5388.750000, 76880.000000, 414.287109, 135000
678, 5387.500000, 77680.000000, 418.501007, 1302500
684, 587.500000, 78520.000000, 423.026489, 1300000
689, 5387.500000, 7900.000000, 427.228760, 1297500
695, 5386.250000, 80320.000000, 43.623596, 1295000
701, 5385.000000, 81100.000000, 436.723511, 129200
706, 5386.250000, 81920.000000, 441.241608, 1290000
712, 5383.750000, 82680.000000, 445.128448, 1287500
718, 5385.000000, 8348.000000, 449.539795, 1285000
723, 5383.750000, 84280.000000, 453.42462, 1282500
