uptime,voltage_mV,current_uA,power_mW,iadj_uV
11, 5337.500000, -540.000000, -2.82250, 1595000
17, 5315.000000, -580.000000, -3.082700, 1592500
22, 5302.500000, -580.000000, -3.075450, 1590000
28, 5287.500000, -620.000000, -3.278250, 1587500
34, 5273.750000, -600.000000, -3.14250, 1585000
9, 5260.000000, -600.000000, -3.156000, 1582500
45, 5245.000000, -540.000000, -2.832300, 1580000
51, 5232.500000, -520.000000, -2.72900, 1577500
57, 5223.750000, -520.000000, -2.716350, 1575000
6, 5211.250000, -520.000000, -2.709850, 1572500
68, 5201.250000, -50.000000, -2.808675, 1570000
74, 5190.000000, -500.000000, -2.59500, 1567500
79, 5176.250000, -520.000000, -2.691650, 1565000
91, 5158.750000, -52.000000, -2.682550, 1560000
96, 5148.750000, -520.000000, -2.67730, 1557500
108, 5130.000000, -50.000000, -2.770200, 1552500
114, 5123.750000, -500.000000, -2.56875, 1550000
119, 5115.000000, -520.000000, -2.659800, 1547500
25, 5107.500000, -520.000000, -2.655900, 1545000
